id,street,street_type,zip,address,latitude,longitude
346,21st,Ave,94121,"346 21st Ave, San Francisco, CA 94121, USA",37.781332,-122.480195
819,28th,Ave,94121,"819 28th Ave, San Francisco, CA 94121, USA",37.77386,-122.487831
560,Arch,St,94132,"560 Arch St, San Francisco, CA 94132, USA",37.720889,-122.466891
349,Capistrano,Ave,94112,"349 Capistrano Ave, San Francisco, CA 94112, USA",37.725989,-122.438174
2072,Chestnut,St,94123,"2072 Chestnut St, San Francisco, CA 94123, USA",37.800905,-122.437798
216,Rose,St,94102,"216 Rose St, San Francisco, CA 94102, USA",37.7733554,-122.4245863
2600,Pine,St,94115,"2600 Pine St, San Francisco, CA 94115, USA",37.7873279,-122.4386013
36,Fair,Ave,94110,"36 Fair Ave, San Francisco, CA 94110, USA",37.745181,-122.41932
698,19th,Ave,94121,"698 19th Ave, San Francisco, CA 94121, USA",37.774886,-122.477648
81,Prague,St,94112,"81 Prague St, San Francisco, CA 94112, USA",37.720846,-122.425389
136,Highland,Ave,94110,"136 Highland Ave, San Francisco, CA 94110, USA",37.737125,-122.422865
1852,Golden Gate,Ave,94115,"1852 Golden Gate Ave, San Francisco, CA 94115, USA",37.778675,-122.441186
610,8th,Ave,94118,"610 8th Ave, San Francisco, CA 94118, USA",37.776839,-122.465855
169,Duncan,St,94110,"169 Duncan St, San Francisco, CA 94110, USA",37.746039,-122.42382
1434,Quintara,St,94116,"1434 Quintara St, San Francisco, CA 94116, USA",37.748676,-122.481008
2820,22nd,St,94110,"2820 22nd St, San Francisco, CA 94110, USA",37.755947,-122.4108119
123,Conrad,St,94131,"123 Conrad St, San Francisco, CA 94131, USA",37.737003,-122.436083
735,Dartmouth,St,94134,"735 Dartmouth St, San Francisco, CA 94134, USA",37.721548,-122.409499
7239,Geary,Blvd,94121,"7239 Geary Blvd, San Francisco, CA 94121, USA",37.779215,-122.497213
2,Macedonia,St,94110,"2 Macedonia St, San Francisco, CA 94110, USA",37.746083,-122.407381
2261,Cecilia,Ave,94116,"2261 Cecilia Ave, San Francisco, CA 94116, USA",37.74578,-122.472283
549,Kansas,St,94107,"549 Kansas St, San Francisco, CA 94107, USA",37.762794,-122.403039
308,Tocoloma,Ave,94134,"308 Tocoloma Ave, San Francisco, CA 94134, USA",37.711268,-122.398545
153,Thrift,St,94112,"153 Thrift St, San Francisco, CA 94112, USA",37.717215,-122.457798
1609,Irving,St,94122,"1609 Irving St, San Francisco, CA 94122, USA",37.7634,-122.475243
76,Ramona,Ave,94103,"76 Ramona Ave, San Francisco, CA 94103, USA",37.766799,-122.42546
70,Grand View,Ave,94114,"70 Grand View Ave, San Francisco, CA 94114, USA",37.756606,-122.440661
1915,33rd,Ave,94116,"1915 33rd Ave, San Francisco, CA 94116, USA",37.75135,-122.491646
738,27th,St,94131,"738 27th St, San Francisco, CA 94131, USA",37.746549,-122.436782
136,Wilson,St,94112,"136 Wilson St, San Francisco, CA 94112, USA",37.70853,-122.459924
1203,Stanyan,St,94117,"1203 Stanyan St, San Francisco, CA 94117, USA",37.762105,-122.452413
122,Seville,St,94112,"122 Seville St, San Francisco, CA 94112, USA",37.711687,-122.43615
88,Forest Side,Ave,94127,"88 Forest Side Ave, San Francisco, CA 94127, USA",37.741778,-122.468738
115,6th,Ave,94118,"115 6th Ave, San Francisco, CA 94118, USA",37.78631,-122.464986
230,Lexington,St,94110,"230 Lexington St, San Francisco, CA 94110, USA",37.759541,-122.420811
920,Natoma,St,94103,"920 Natoma St, San Francisco, CA 94103, USA",37.7741859,-122.4152682
1450,32nd,Ave,94122,"1450 32nd Ave, San Francisco, CA 94122, USA",37.760136,-122.490528
89,Ramona,Ave,94103,"89 Ramona Ave, San Francisco, CA 94103, USA",37.7666475,-122.4252581
650,Texas,St,94107,"650 Texas St, San Francisco, CA 94107, USA",37.7580718,-122.3949828
817,Kirkham,St,94122,"817 Kirkham St, San Francisco, CA 94122, USA",37.759976,-122.469631
2067,Golden Gate,Ave,94115,"2067 Golden Gate Ave, San Francisco, CA 94115, USA",37.7779802,-122.4446427
457,Nevada,St,94110,"457 Nevada St, San Francisco, CA 94110, USA",37.736225,-122.411494
744,18th,Ave,94112,"744 18th St, San Francisco, CA 94107, USA",37.7629412,-122.3903186
4049,26th,St,94131,"4049 26th St, San Francisco, CA 94131, USA",37.7483111,-122.4304772
4228,22nd,St,94114,"4228 22nd St, San Francisco, CA 94114, USA",37.754406,-122.439465
3848,24th,St,94114,"3848 24th St, San Francisco, CA 94114, USA",37.751827,-122.428414
230,Paris,St,94112,"230 Paris St, San Francisco, CA 94112, USA",37.725037,-122.432737
44,Bonview,St,94110,"44 Bonview St, San Francisco, CA 94110, USA",37.744151,-122.416338
1544,18th,Ave,94122,"1544 18th Ave, San Francisco, CA 94122, USA",37.758985,-122.475403
1099,Mississippi,St,94107,"1099 Mississippi St, San Francisco, CA 94107, USA",37.752497,-122.393614
582,Roosevelt,Way,94114,"582 Roosevelt Way, San Francisco, CA 94114, USA",37.762289,-122.445251
685,Victoria,St,94127,"685 Victoria St, San Francisco, CA 94127, USA",37.722915,-122.465136
126,Cayuga,St,94122,"126 Cayuga Ave, San Francisco, CA 94112, USA",37.731208,-122.431301
142,Anderson,St,94110,"142 Anderson St, San Francisco, CA 94110, USA",37.741022,-122.415305
291,18th,Ave,94121,"291 18th Ave, San Francisco, CA 94121, USA",37.7826,-122.477569
2860,Harrison,St,94110,"2860 Harrison St, San Francisco, CA 94110, USA",37.751669,-122.412146
3971,20th,St,94114,"3971 20th St, San Francisco, CA 94114, USA",37.757756,-122.429492
2240,Golden Gate,Ave,94118,"2240 Golden Gate Ave, San Francisco, CA 94118, USA",37.777766,-122.447568
1340,15th,Ave,94122,"1340 15th Ave, San Francisco, CA 94122, USA",37.76294,-122.472391
1048,Divisadero,St,94115,"1048 Divisadero St, San Francisco, CA 94115, USA",37.779425,-122.438435
994,Guerrero,St,94110,"994 Guerrero St, San Francisco, CA 94110, USA",37.755279,-122.423539
463,Waller,St,94117,"463 Waller St, San Francisco, CA 94117, USA",37.770787,-122.431244
2533,Gough,St,94109,"2533 Gough St, San Francisco, CA 94123, USA",37.796968,-122.427329
740,Gough,St,94102,"740 Gough St, San Francisco, CA 94102, USA",37.7801485,-122.4236474
525,Lawton,St,94122,"525 Lawton St, San Francisco, CA 94122, USA",37.758085,-122.468536
3783,24th,St,94114,"3783 24th St, San Francisco, CA 94114, USA",37.751572,-122.427103
264,Church,St,94114,"264 Church St, San Francisco, CA 94114, USA",37.7663391,-122.4288838
1456,Willard,St,94117,"1456 Willard St, San Francisco, CA 94117, USA",37.763278,-122.453835
1791,Church,St,94131,"1791 Church St, San Francisco, CA 94131, USA",37.7420035,-122.4268942
2164,15th,St,,"2164 15th St, San Francisco, CA 94114, USA",37.766156,-122.432473
665,Eddy,St,94109,"665 Eddy St, San Francisco, CA 94109, USA",37.782887,-122.418624
123,Parker,Ave,94118,"123 Parker Ave, San Francisco, CA 94118, USA",37.783401,-122.454846
2079,45th,Ave,94116,"2079 45th Ave, San Francisco, CA 94116, USA",37.747818,-122.5043
2475,15th,Ave,94116,"2475 15th Ave, San Francisco, CA 94116, USA",37.741842,-122.471616
1139,Shotwell,St,94110,"1139 Shotwell St, San Francisco, CA 94110, USA",37.750204,-122.414651
99,Cargo,Way,94124,"Cargo Way, San Francisco, CA 94124, USA",37.743193,-122.382207
200,Clayton,St,94117,"200 Clayton St, San Francisco, CA 94117, USA",37.773436,-122.44901
3875,Clay,St,94118,"3875 Clay St, San Francisco, CA 94118, USA",37.787633,-122.456556
1730,Bryant,St,94110,"1730 Bryant St, San Francisco, CA 94110, USA",37.764897,-122.410732
2250,23rd,St,94107,"2250 23rd St, San Francisco, CA 94107, USA",37.7545205,-122.4023925
160,27th,St,94110,"160 27th St, San Francisco, CA 94110, USA",37.747333,-122.423833
814,Alvarado,St,94114,"814 Alvarado St, San Francisco, CA 94114, USA",37.753632,-122.439393
1305,Carroll,Ave,,"1305 Carroll Ave, San Francisco, CA 94124, USA",37.7216355,-122.387471
111,3rd,Ave,94118,"111 3rd Ave, San Francisco, CA 94118, USA",37.786525,-122.461734
1690,46th,Ave,94122,"1690 46th Ave, San Francisco, CA 94122, USA",37.755048,-122.505285
3002,Laguna,St,94123,"3002 Laguna St, San Francisco, CA 94123, USA",37.798858,-122.43056
230,Oxford,St,94134,"230 Oxford St, San Francisco, CA 94134, USA",37.726854,-122.419993
146,Russ,St,94104,"146 Russ St, San Francisco, CA 94103, USA",37.778076,-122.407711
1475,39th,Ave,94122,"1475 39th Ave, San Francisco, CA 94122, USA",37.759365,-122.498657
1900,11th,Ave,94116,"1900 11th Ave, San Francisco, CA 94116, USA",37.752622,-122.467444
249,Glenview,Dr,94131,"249 Glenview Dr, San Francisco, CA 94131, USA",37.748423,-122.446325
2550,Ortega,St,94116,"2550 Ortega St, San Francisco, CA 94122, USA",37.751867,-122.491113
5,28th,St,94110,"5 28th St, San Francisco, CA 94110, USA",37.745435,-122.422521
423,Arlington,St,94131,"423 Arlington St, San Francisco, CA 94131, USA",37.735456,-122.42863
70,Buena Vista,Ter,94117,"70 Buena Vista Terrace, San Francisco, CA 94117, USA",37.767485,-122.438531
101,Edna,St,94112,"101 Edna St, San Francisco, CA 94112, USA",37.727593,-122.446758
1504,Bryant,St,94103,"1504 Bryant St, San Francisco, CA 94103, USA",37.767981,-122.411042
2667,18th,Ave,94116,"2667 18th Ave, San Francisco, CA 94116, USA",37.738116,-122.474615
4555,California,St,94118,"4555 California St, San Francisco, CA 94118, USA",37.784511,-122.466506
145,Congdon,St,94112,"145 Congdon St, San Francisco, CA 94112, USA",37.730261,-122.425921
109,Roanoke,St,94131,"109 Roanoke St, San Francisco, CA 94131, USA",37.735967,-122.430371
33,University,St,94134,"33 University St, San Francisco, CA 94134, USA",37.730051,-122.415285
64,Levant,St,94114,"64 Levant St, San Francisco, CA 94114, USA",37.764003,-122.44234
1470,Valencia,St,94110,"1470 Valencia St, San Francisco, CA 94110, USA",37.7493149,-122.4204329
638,17th,Ave,94121,"638 17th Ave, San Francisco, CA 94121, USA",37.775961,-122.47551
718,San Jose,Ave,94110,"718 San Jose Ave, San Francisco, CA 94110, USA",37.7434745,-122.4229731
1109,Mason,St,94108,"1109 Mason St, San Francisco, CA 94108, USA",37.7938129,-122.4112199
469,Jersey,St,94114,"469 Jersey St, San Francisco, CA 94114, USA",37.7504149,-122.4355365
1209,18th,St,94107,"1209 18th St, San Francisco, CA 94107, USA",37.762493,-122.394844
112,Meadowbrook,Dr,94132,"112 Meadowbrook Dr, San Francisco, CA 94132, USA",37.732074,-122.484232
39,14th,Ave,94118,"39 14th Ave, San Francisco, CA 94118, USA",37.786708,-122.473628
252,Missouri,St,94107,"252 Missouri St, San Francisco, CA 94107, USA",37.763161,-122.396895
732,Cabrillo,St,94118,"732 Cabrillo St, San Francisco, CA 94118, USA",37.775452,-122.466652
127,Buchanan,St,94102,"127 Buchanan St, San Francisco, CA 94102, USA",37.770984,-122.427208
34,Lapidge,St,94110,"34 Lapidge St, San Francisco, CA 94110, USA",37.761052,-122.422562
1426,12th,Ave,94122,"1426 12th Ave, San Francisco, CA 94122, USA",37.761494,-122.469027
745,Buchanan,St,94102,"745 Buchanan St, San Francisco, CA 94102, USA",37.776995,-122.428333
1,Bache,St,94110,"1 Bache St, San Francisco, CA 94110, USA",37.734734,-122.417371
539,14th,Ave,94118,"539 14th Ave, San Francisco, CA 94118, USA",37.7779673,-122.4726805
3641,20th,St,94110,"3641 20th St, San Francisco, CA 94110, USA",37.7584473,-122.4222226
351,Byxbee,St,94132,"351 Byxbee St, San Francisco, CA 94132, USA",37.72066,-122.470142
639,12th,Ave,94118,"639 12th Ave, San Francisco, CA 94118, USA",37.776167,-122.470705
144,Turquoise,Way,94131,"144 Turquoise Way, San Francisco, CA 94131, USA",37.743929,-122.442497
2021,Webster,St,94115,"2021 Webster St, San Francisco, CA 94115, USA",37.789791,-122.432598
1710,17th,Ave,94122,"1710 17th Ave, San Francisco, CA 94122, USA",37.755936,-122.47416
471,26th,Ave,94121,"471 26th Ave, San Francisco, CA 94121, USA",37.780649,-122.486164
33,Elgin,Park,94103,"33 Elgin Park, San Francisco, CA 94103, USA",37.770833,-122.422979
224,Presidio,Ave,94115,"224 Presidio Ave, San Francisco, CA 94115, USA",37.789586,-122.446924
943,Alabama,St,94110,"943 Alabama St, San Francisco, CA 94110, USA",37.756803,-122.411081
2056,Polk,St,94109,"2056 Polk St, San Francisco, CA 94109, USA",37.7957418,-122.4217583
925,Geary,St,94109,"925 Geary St, San Francisco, CA 94109, USA",37.785791,-122.418496
25,Jennings,St,94124,"25 Jennings St, San Francisco, CA 94124, USA",37.740054,-122.3770217
210,Diamond,St,94114,"210 Diamond St, San Francisco, CA 94114, USA",37.758904,-122.4370174
2443,44th,Ave,94116,"2443 44th Ave, San Francisco, CA 94116, USA",37.741027,-122.502748
58,Rossi,Ave,94118,"58 Rossi Ave, San Francisco, CA 94118, USA",37.778539,-122.456018
216,Nevada,St,94110,"216 Nevada St, San Francisco, CA 94110, USA",37.739487,-122.411577
1,Cayuga,Ave,94112,"1 Cayuga Ave, San Francisco, CA 94112, USA",37.731694,-122.42899
865,Dwight,St,94134,"865 Dwight St, San Francisco, CA 94134, USA",37.721489,-122.410959
1078,Tennessee,St,94107,"1078 Tennessee St, San Francisco, CA 94107, USA",37.75824,-122.389592
100,Cedro,Ave,94127,"100 Cedro Ave, San Francisco, CA 94127, USA",37.72726,-122.46945
461,Capistrano,Ave,94112,"461 Capistrano Ave, San Francisco, CA 94112, USA",37.724628,-122.438926
642,Capp,St,94110,"642 Capp St, San Francisco, CA 94110, USA",37.756369,-122.418057
1542,Alabama,St,94110,"1542 Alabama St, San Francisco, CA 94110, USA",37.747548,-122.41062
384,Santa Ana,Ave,94127,"384 Santa Ana Ave, San Francisco, CA 94127, USA",37.73004,-122.468586
600,3rd,St,94107,"600 3rd St, San Francisco, CA 94107, USA",37.779825,-122.394356
240,Eddy,St,,"240 Eddy St, San Francisco, CA 94102, USA",37.78408,-122.4116602
211,3rd,Ave,94118,"211 3rd Ave, San Francisco, CA 94118, USA",37.784524,-122.461642
159,Clipper,St,94114,"159 Clipper St, San Francisco, CA 94114, USA",37.748968,-122.428561
1098,Page,St,94117,"1098 Page St, San Francisco, CA 94117, USA",37.772253,-122.438788
834,Jamestown,Ave,94124,"834 Jamestown Ave, San Francisco, CA 94124, USA",37.71689,-122.390267
175,Lomita,Ave,94122,"175 Lomita Ave, San Francisco, CA 94122, USA",37.757535,-122.473153
1511,43rd,Ave,94122,"1511 43rd Ave, San Francisco, CA 94122, USA",37.75841,-122.502839
1925,San Jose,Ave,94110,"1925 San Jose Ave, San Francisco, CA 94112, USA",37.726282,-122.441551
103,Scott,St,94117,"103 Scott St, San Francisco, CA 94117, USA",37.7706971,-122.4352129
95,Ravenwood,Dr,94127,"95 Ravenwood Dr, San Francisco, CA 94127, USA",37.734592,-122.462125
615,Andover,St,94110,"615 Andover St, San Francisco, CA 94110, USA",37.735824,-122.416515
701,Broderick,St,94117,"701 Broderick St, San Francisco, CA 94117, USA",37.776738,-122.440134
223,Laussat,St,94117,"223 Laussat St, San Francisco, CA 94117, USA",37.771463,-122.430768
2100,41st,Ave,94116,"2100 41st Ave, San Francisco, CA 94116, USA",37.747473,-122.499403
20,Newman,St,94110,"20 Newman St, San Francisco, CA 94110, USA",37.737744,-122.418435
2621,Bryant,St,94110,"2621 Bryant St, San Francisco, CA 94110, USA",37.752197,-122.408753
822,Arkansas,St,94107,"822 Arkansas St, San Francisco, CA 94107, USA",37.7558933,-122.3978804
725,Florida,St,94110,"725 Florida St, San Francisco, CA 94110, USA",37.7600452,-122.4109577
131,De Montfort,Ave,94112,"131 De Montfort Ave, San Francisco, CA 94112, USA",37.72343,-122.459806
3441,26th,St,94110,"3441 26th St, San Francisco, CA 94110, USA",37.748798,-122.418996
829,Hayes,St,94117,"829 Hayes St, San Francisco, CA 94117, USA",37.775694,-122.430051
1943,31st,Ave,94116,"1943 31st Ave, San Francisco, CA 94116, USA",37.750962,-122.489467
715,Moultrie,St,94110,"715 Moultrie St, San Francisco, CA 94110, USA",37.735795,-122.415896
818,Teresita,Blvd,94127,"818 Teresita Blvd, San Francisco, CA 94127, USA",37.734273,-122.445773
2307,15th,Ave,94116,"2307 15th Ave, San Francisco, CA 94116, USA",37.744913,-122.471731
650,43rd,Ave,94121,"650 43rd Ave, San Francisco, CA 94121, USA",37.776331,-122.503478
494,Joost,Ave,94127,"494 Joost Ave, San Francisco, CA 94127, USA",37.73257,-122.446531
314,Garfield,St,94132,"314 Garfield St, San Francisco, CA 94132, USA",37.719868,-122.465677
606,Webster,St,94117,"606 Webster St, San Francisco, CA 94117, USA",37.7762684,-122.4296074
1535,Folsom,St,94110,"1535 Folsom St, San Francisco, CA 94103, USA",37.771466,-122.4145043
190,Henry,St,94114,"190 Henry St, San Francisco, CA 94114, USA",37.766575,-122.4353237
1570,Chestnut,St,94123,"1570 Chestnut St, San Francisco, CA 94123, USA",37.8017633,-122.4291552
1739,Taraval,St,94116,"1739 Taraval St, San Francisco, CA 94116, USA",37.742395,-122.484954
734,45th,Ave,94121,"734 45th Ave, San Francisco, CA 94121, USA",37.774643,-122.505508
3444,22nd,St,94110,"3444 22nd St, San Francisco, CA 94110, USA",37.755283,-122.424162
501,Laguna Honda,Blvd,94127,"501 Laguna Honda Blvd, San Francisco, CA 94127, USA",37.7466673,-122.4586314
110,27th,Ave,94121,"110 27th Ave, San Francisco, CA 94121, USA",37.78727,-122.487235
1483,Kansas,St,94107,"1483 Kansas St, San Francisco, CA 94107, USA",37.750884,-122.4019
3351,Market,St,94114,"3351 Market St, San Francisco, CA 94114, USA",37.7581367,-122.4435943
255,Fowler,Ave,94127,"255 Fowler Ave, San Francisco, CA 94127, USA",37.743742,-122.45188
700,Kansas,St,94107,"700 Kansas St, San Francisco, CA 94107, USA",37.76075,-122.403468
197,Collingwood,St,94114,"197 Collingwood St, San Francisco, CA 94114, USA",37.759363,-122.435655
695,Bowdoin,St,94134,"695 Bowdoin St, San Francisco, CA 94134, USA",37.727204,-122.410799
552,Ellsworth,St,94110,"552 Ellsworth St, San Francisco, CA 94110, USA",37.73643,-122.414977
3503,23rd,St,94110,"3503 23rd St, San Francisco, CA 94110, USA",37.753445,-122.421672
278,Liberty,St,94114,"278 Liberty St, San Francisco, CA 94114, USA",37.7573309,-122.4273956
1901,16th,Ave,94116,"1901 16th Ave, San Francisco, CA 94116, USA",37.752347,-122.473414
185,Banks,St,94110,"185 Banks St, San Francisco, CA 94110, USA",37.740399,-122.412484
405,Banks,St,94110,"405 Banks St, San Francisco, CA 94110, USA",37.738034,-122.412579
624,Pennsylvania,Ave,94107,"624 Pennsylvania Ave, San Francisco, CA 94107, USA",37.758577,-122.39354
111,Colon,Ave,94112,"111 Colon Ave, San Francisco, CA 94112, USA",37.729047,-122.455839
1945,17th,Ave,94116,"1945 17th Ave, San Francisco, CA 94116, USA",37.751562,-122.474458
1938,33rd,Ave,94116,"1938 33rd Ave, San Francisco, CA 94116, USA",37.750968,-122.49096
1928,Pierce,St,94115,"1928 Pierce St, San Francisco, CA 94115, USA",37.788067,-122.436761
1593,McAllister,St,94115,"1593 McAllister St, San Francisco, CA 94117, USA",37.7778268,-122.438215
539,Delta,St,94134,"539 Delta St, San Francisco, CA 94134, USA",37.7132804,-122.4094493
1290,Sanchez,St,94114,"1290 Sanchez St, San Francisco, CA 94114, USA",37.748494,-122.429609
67,Ellington,Ave,94112,"67 Ellington Ave, San Francisco, CA 94112, USA",37.715227,-122.442793
25,Crescent,Ave,94110,"25 Crescent Ave, San Francisco, CA 94110, USA",37.735531,-122.424003
461,Waller,St,94117,"461 Waller St, San Francisco, CA 94117, USA",37.7710681,-122.4312692
2776,36th,Ave,94116,"2776 36th Ave, San Francisco, CA 94116, USA",37.735267,-122.493125
2151,Judah,St,94122,"2151 Judah St, San Francisco, CA 94122, USA",37.761336,-122.4853966
1264,6th,Ave,94122,"1264 6th Ave, San Francisco, CA 94122, USA",37.764777,-122.462858
564,12th,Ave,94118,"564 12th Ave, San Francisco, CA 94118, USA",37.777719,-122.47016
414,28th,St,94131,"414 28th St, San Francisco, CA 94131, USA",37.745225,-122.431755
3196,Pacific,Ave,94115,"3196 Pacific Ave, San Francisco, CA 94115, USA",37.791919,-122.447266
69,Cumberland,St,94110,"69 Cumberland St, San Francisco, CA 94110, USA",37.758837,-122.424951
250,Howth,St,94112,"250 Howth St, San Francisco, CA 94112, USA",37.720372,-122.451498
1314,Ulloa,St,94116,"1314 Ulloa St, San Francisco, CA 94116, USA",37.741654,-122.470513
550,30th,St,94131,"550 30th St, San Francisco, CA 94131, USA",37.742008,-122.432119
1534,Waller,St,94117,"1534 Waller St, San Francisco, CA 94117, USA",37.7687758,-122.4491634
1676,Page,St,94117,"1676 Page St, San Francisco, CA 94117, USA",37.7707917,-122.4483485
3695,Sacramento,St,94118,"3695 Sacramento St, San Francisco, CA 94118, USA",37.7873705,-122.453541
4102,25th,St,94114,"4102 25th St, San Francisco, CA 94114, USA",37.7498359,-122.4319133
3952,18th,St,94114,"3952 18th St, San Francisco, CA 94114, USA",37.7611063,-122.4317525
601,Crescent,Ave,94110,"601 Crescent Ave, San Francisco, CA 94110, USA",37.735006,-122.415417
636,Wisconsin,St,94107,"636 Wisconsin St, San Francisco, CA 94107, USA",37.759296,-122.399443
187,Highland,Ave,94110,"187 Holly Park Cir, San Francisco, CA 94110, USA",37.7379234,-122.4189882
115,3rd,Ave,94118,"115 3rd Ave, San Francisco, CA 94118, USA",37.786457,-122.461729
136,Bennington,St,94110,"136 Bennington St, San Francisco, CA 94110, USA",37.738684,-122.41812
576,2nd,Ave,94118,"576 2nd Ave, San Francisco, CA 94118, USA",37.777862,-122.459424
1982,16th,Ave,94116,"1982 16th Ave, San Francisco, CA 94116, USA",37.751025,-122.472685
565,18th,Ave,94121,"565 18th Ave, San Francisco, CA 94121, USA",37.7772955,-122.4770321
303,Castro,St,94114,"303 Castro St, San Francisco, CA 94114, USA",37.7640434,-122.4353088
1901,48th,Ave,94116,"1901 48th Ave, San Francisco, CA 94116, USA",37.75083,-122.507654
136,Randall,St,94131,"136 Randall St, San Francisco, CA 94131, USA",37.739921,-122.426334
220,Noriega,St,94122,"220 Noriega St, San Francisco, CA 94122, USA",37.754869,-122.466105
2959,25th,St,94110,"2959 25th St, San Francisco, CA 94110, USA",37.7511997,-122.4093095
2251,18th,Ave,94116,"2251 18th Ave, San Francisco, CA 94116, USA",37.745859,-122.475144
258,15th,Ave,94118,"258 15th Ave, San Francisco, CA 94118, USA",37.783279,-122.473827
1415,Quesada,Ave,94124,"1415 Quesada Ave, San Francisco, CA 94124, USA",37.730159,-122.386375
571,25th,Ave,94121,"571 25th Ave, San Francisco, CA 94121, USA",37.778709,-122.484932
461,Ellsworth,St,94110,"461 Ellsworth St, San Francisco, CA 94110, USA",37.737659,-122.414486
312,Baltimore,Way,94112,"312 Baltimore Way, San Francisco, CA 94112, USA",37.70875,-122.437419
366,Eureka,St,94114,"366 Eureka St, San Francisco, CA 94114, USA",37.7561682,-122.4378415
88,29th,St,94110,"88 29th St, San Francisco, CA 94110, USA",37.7440028,-122.4222742
2736,20th,St,94110,"2736 20th St, San Francisco, CA 94110, USA",37.7592631,-122.4086509
151,19th,Ave,94121,"151 19th Ave, San Francisco, CA 94121, USA",37.7850389,-122.4786655
457,Duncan,St,94131,"457 Duncan St, San Francisco, CA 94131, USA",37.745651,-122.430384
4021,Folsom,St,94110,"4021 Folsom St, San Francisco, CA 94110, USA",37.736401,-122.413348
820,Miramar,Ave,94112,"820 Miramar Ave, San Francisco, CA 94112, USA",37.730349,-122.457918
144,Diamond,St,94114,"144 Diamond St, San Francisco, CA 94114, USA",37.759872,-122.437434
212,Gennessee,St,94112,"212 Gennessee St, San Francisco, CA 94112, USA",37.730139,-122.450861
25,Meda,Ave,94112,"25 Meda Ave, San Francisco, CA 94112, USA",37.723507,-122.441576
1420,Alabama,St,94110,"1420 Alabama St, San Francisco, CA 94110, USA",37.749147,-122.410903
766,Lakeview,Ave,94112,"766 Lakeview Ave, San Francisco, CA 94112, USA",37.718428,-122.461471
3882,24th,St,,"3882 24th St, San Francisco, CA 94114, USA",37.751785,-122.429234
145,22nd,Ave,94121,"145 22nd Ave, San Francisco, CA 94121, USA",37.785048,-122.482195
2135,26th,Ave,94116,"2135 26th Ave, San Francisco, CA 94116, USA",37.74761,-122.483862
1790,Yosemite,Ave,94124,"1790 Yosemite Ave, San Francisco, CA 94124, USA",37.7287982,-122.3951442
945,Woolsey,St,94134,"945 Woolsey St, San Francisco, CA 94134, USA",37.722782,-122.411112
645,18th,St,94107,"645 18th St, San Francisco, CA 94107, USA",37.762814,-122.389418
425,Steiner,St,94117,"425 Steiner St, San Francisco, CA 94117, USA",37.773141,-122.432648
3334,16th,St,94114,"3334 16th St, San Francisco, CA 94114, USA",37.7646198,-122.4271991
1743,Hayes,St,94117,"1743 Hayes St, San Francisco, CA 94117, USA",37.773781,-122.445084
4301,24th,St,94114,"4301 24th St, San Francisco, CA 94114, USA",37.750815,-122.438603
465,Woolsey,St,94134,"465 Woolsey St, San Francisco, CA 94134, USA",37.724047,-122.406271
78,Havelock,St,94112,"78 Havelock St, San Francisco, CA 94112, USA",37.727034,-122.443158
28,Madison,St,94134,"28 Madison St, San Francisco, CA 94134, USA",37.728324,-122.423823
175,Ney,St,94112,"175 Ney St, San Francisco, CA 94112, USA",37.730326,-122.426663
612,Fillmore,St,94117,"612 Fillmore St, San Francisco, CA 94117, USA",37.775196,-122.430818
1705,Alabama,St,94110,"1705 Alabama St, San Francisco, CA 94110, USA",37.745417,-122.410193
731,South Van Ness,Ave,94110,"731 S Van Ness Ave, San Francisco, CA 94110, USA",37.761462,-122.416774
792,21st,Ave,,"792 21st Ave, San Francisco, CA 94121, USA",37.772911,-122.4799581
731,Girard,St,94134,"731 Girard St, San Francisco, CA 94134, USA",37.723448,-122.402642
57,Hartford,St,94114,"57 Hartford St, San Francisco, CA 94114, USA",37.76159,-122.433638
1035,Sanchez,St,94131,"1035 Sanchez St, San Francisco, CA 94114, USA",37.7525639,-122.4297723
907,Guerrero,St,94110,"907 Guerrero St, San Francisco, CA 94110, USA",37.756592,-122.423002
79,Divisadero,St,94117,"79 Divisadero St, San Francisco, CA 94117, USA",37.768553,-122.436878
920,Diamond,St,94114,"920 Diamond St, San Francisco, CA 94114, USA",37.749982,-122.4362047
324,Baden,St,94131,"324 Baden St, San Francisco, CA 94131, USA",37.732775,-122.439498
2425,Hyde,St,94109,"2425 Hyde St, San Francisco, CA 94109, USA",37.803319,-122.420156
655,38th,Ave,94121,"655 38th Ave, San Francisco, CA 94121, USA",37.776489,-122.498775
1357,Alabama,St,94110,"1357 Alabama St, San Francisco, CA 94110, USA",37.750235,-122.410451
950,Monterey,Blvd,94127,"950 Monterey Blvd, San Francisco, CA 94127, USA",37.731098,-122.457813
235,Laussat,St,94117,"235 Laussat St, San Francisco, CA 94117, USA",37.7715341,-122.4309318
319,Montcalm,St,94110,"319 Montcalm St, San Francisco, CA 94110, USA",37.745416,-122.409664
254,5th,Ave,94118,"254 5th Ave, San Francisco, CA 94118, USA",37.783837,-122.463084
1232,Treat,Ave,94110,"1232 Treat Ave, San Francisco, CA 94110, USA",37.750384,-122.413082
510,Funston,Ave,94118,"510 Funston Ave, San Francisco, CA 94118, USA",37.778524,-122.471351
1515,Guerrero,St,94110,"1515 Guerrero St, San Francisco, CA 94110, USA",37.746927,-122.422062
330,Prospect,Ave,94110,"330 Prospect Ave, San Francisco, CA 94110, USA",37.740902,-122.420671
